,sentence,pos,language,switch
926,o sea me duele porque pues no quiero like dañar mi relación con ella .,coord cop pro:obj v conj co adv v L2 inf det:pos n prep pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP,1
927,ah .,co .,ESP,0
928,me entiendes ?,pro:obj v ?,ESP ESP,0
929,qué piensas ?,pro:int v ?,ESP ESP,0
930,qué puedo hacer ahora que ya pasó ?,pro:int v inf adv pro:rel adv v ?,ESP ESP ESP ESP ESP ESP ESP,0
931,o sea preferiblemente no hubiera hecho eso .,coord cop adv:adj adv v part pro:dem .,ESP ESP ESP ESP ESP ESP ESP,0
932,"yo vi ""/.","pro:sub v +""/.",ESP ESP,0
933,guau señor si hubiera mantenido la paciencia tú me hubieras bendecido aún más y todo .,n n conj v part det:art n pro:sub pro:obj v part adv adv coord pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
934,y hubiera hablado con ella calladamente .,coord v part prep pro:sub adv:adj .,ESP ESP ESP ESP ESP ESP,0
935,pero en ese momento no tuve self control .,conj prep det:dem n adv v L2 L2 .,ESP ESP ESP ESP ESP ESP ENG ENG,1
936,you know what I mean ?,pro v pro:wh pro:sub v ?,ESP ESP ESP ESP ESP,0
937,I know .,pro:sub v .,ESP ESP,0
938,no importa no entienden español .,adv v adv v adj .,ESP ESP ESP ESP ESP,0
939,sí no porque Jane se ...,co adv conj n:prop pro:refl +...,ESP ESP ESP ESP ESP,0
940,la historia que ella me contó es un poquito diferente .,det:art n pro:rel pro:sub pro:obj v cop det:art pro:indef adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
941,"ella y entonces ella le dice a Marta ""/.","pro:sub coord adv pro:sub pro:ind v aprep n:prop +""/.",ESP ESP ESP ESP ESP ESP ESP ESP,0
942,cállase la boca .,imp det:art n .,ESP ESP ESP,0
943,"y después Marta dice ""/.","coord adv n:prop v +""/.",ESP ESP ESP ESP,0
944,ella le dijo cállese la boca ?,pro:sub pro:ind v imp det:art n ?,ESP ESP ESP ESP ESP ESP,0
945,eso es lo que Marta dijo a lo que ella le dijo .,pro:dem cop pro:obj pro:rel n:prop v aprep pro:obj pro:rel pro:sub pro:ind v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
946,.,None,,0
947,"y entonces Marta dijo ""/.","coord adv n:prop v +""/.",ESP ESP ESP ESP,0
948,tú me dijiste eso .,pro:sub pro:obj v pro:dem .,ESP ESP ESP ESP,0
949,"y entonces Jane ""/.","coord adv n:prop +""/.",ESP ESP ESP,0
950,no yo no dije eso .,adv pro:sub adv v pro:dem .,ESP ESP ESP ESP ESP,0
951,ahí entonces otra hora hablando con Marta .,adv adv det:indef n ger prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
952,arguing .,part .,ESP,0
953,discutiendo que si dijo o no dijo cállate la boca .,ger pro:rel conj v coord adv v imp det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
954,y yo ay señor por favor .,coord pro:sub co co:voc prep n .,ESP ESP ESP ESP ESP ESP,0
955,no yo no creo que Jane le haya dicho cállate la boca .,adv pro:sub adv v pro:rel n:prop pro:ind v part imp det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
956,ella lo que me dijo ella que estaba hablando contigo .,pro:sub pro:obj pro:rel pro:obj v pro:sub pro:rel aux ger adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
957,"y que vino Marta ""/.","coord pro:rel v n:prop +""/.",ESP ESP ESP ESP,0
958,Jane no se qué no se qué .,n:prop adv pro:refl pro:int adv pro:refl pro:int .,ESP ESP ESP ESP ESP ESP ESP,0
959,"y ella de dijo ""/.","coord pro:sub prep v +""/.",ESP ESP ESP ESP,0
960,Marta espérate que estoy hablando con Gabrielle .,n:prop imp prep aux ger prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
961,ajá pero a Marta no le gusta eso porque ella es la manager .,co conj aprep n:prop adv pro:ind v pro:dem conj pro:sub cop det:art L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
962,sí pero la entiendo y tal .,co conj pro:obj v coord adj .,ESP ESP ESP ESP ESP ESP,0
963,pero me dio un risa como que no it's too much .,conj pro:obj v det:art n adv pro:rel L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG,1
