,sentence,pos,language,switch
789,esto está calientica la calle .,pro:dem cop adj det:art n .,ESP ESP ESP ESP ESP,0
790,y dónde fue otro lugar aquí también que tirotearon ?,coord pro:int cop pro:indef n adv adv pro:rel v ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
791,los otros días aquí pegaditos nosotros .,det:art pro:indef n adv part pro:sub .,ESP ESP ESP ESP ESP ESP,0
792,no yo pero no fue four forty one ahí en la four forty one yo creo que fue un poquito más para allá .,adv pro:sub conj adv v L2 L2 L2 adv prep det:art L2 L2 L2 pro:sub v pro:rel v det:art pro:indef adv prep adv .,ESP ESP ESP ESP ESP ENG ENG ENG ESP ESP ESP ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
793,no pero estuvo Chilis .,adv conj cop n:prop .,ESP ESP ESP ESP,0
794,en Chilis habían robado y habían tiroteado a alguien hace unos días atrás .,prep n:prop aux part coord aux part aprep pro:indef v pro:dem n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
795,y ahora se formó un tiroteo de nuevo .,coord adv pro:refl v det:art v prep adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
796,pero había otro lugar más que había habido un robo un tiroteo .,conj v det:indef n adv pro:rel aux part det:art v det:art v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
797,la calle está que mete miedo .,pro:obj v cop pro:rel v n .,ESP ESP ESP ESP ESP ESP,0
798,claro .,co .,ESP,0
799,mhm .,L2 .,ENG,0
800,la gente está desesperada .,det:art n cop part .,ESP ESP ESP ESP,0
801,sí .,co .,ESP,0
802,la gente estaba desesperada para tratar de resolverlo a cualquier costo .,det:art n cop part prep inf prep inf aprep pro:indef n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
803,.,None,,0
804,mhm mhm .,L2 L2 .,ENG ENG,0
805,.,None,,0
806,estos muchachitos se han pasado todo el día ahí pescando .,det:dem n pro:refl aux part det:indef det:art n adv ger .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
807,y compran .,coord v .,ESP ESP,0
808,ay at least they do .,co L2 L2 L2 L2 .,ESP ENG ENG ENG ENG,1
809,yeah .,co .,ESP,0
810,they are doing something better than watching tv and computers all day .,pro:sub aux part pro:indef adj prep n:gerund n coord n qn n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
811,yeah yeah .,co co .,ESP ESP,0
812,no they'll be catching fish because you see them you know bringing up fish every once in a while .,co pro:sub aux part n conj pro v pro:obj pro v n:gerund adv n qn adv prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
813,mhm .,L2 .,ENG,0
814,pero ya le está cogiendo la noche y ya se van .,conj adv pro:ind aux ger det:art n coord adv pro:refl v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
815,and are they planning on doing something on the lake like cleaning ?,coord cop pro:sub part adv part pro:indef prep det n prep n:gerund ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
816,have you heard anything ?,aux pro v pro:indef ?,ESP ESP ESP ESP,0
817,they haven't mentioned anything about that ?,pro:sub aux part pro:indef prep pro:dem ?,ESP ESP ESP ESP ESP ESP,0
818,no .,co .,ESP,0
819,no there is not .,co pro:exist cop neg .,ESP ESP ESP ESP,0
820,because I think it's been a while .,conj pro:sub v pro cop det n .,ESP ESP ESP ESP ESP ESP ESP,0
821,I mean we've been moved in here for almost sixteen yo creo que like fifteen or sixteen years and they haven't done anything .,n:prop:L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 pro:sub v pro:rel L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
822,because you know the thing here is that the lake doesn't belong just to one entity .,conj pro v det n pro:exist cop rel det n mod v adv prep det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
823,the part of the lake is the water management district .,det n prep det n cop det n n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
824,pero then when you come from like the thirteen feet .,conj L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
825,that strip there el canal /.,L2 L2 L2 det:art n +/.,ENG ENG ENG ESP ESP,1
826,mhm .,L2 .,ENG,0
827,is a water management .,cop det n n .,ESP ESP ESP ESP,0
828,but then when you come into the lake that's Miami_Lakes .,L2 L2 L2 L2 L2 L2 L2 L2 L2 n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
829,is the residence of Miami_Lakes in that so since it's such a mix they don't do anything .,L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
830,I had a ...,pro:sub v det +...,ESP ESP ESP,0
831,when we first moved here not when we first moved here .,conj pro:sub adv v adv neg conj pro:sub adv v adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
832,cuando fueron las elecciones de aquí en Miami_Lakes que se formó el primer viaje .,conj cop det:art n prep adv prep n:prop pro:rel pro:refl v det:art adv v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
833,mhm .,L2 .,ENG,0
834,uno de los comisionados que corrió .,det:art prep det:art part pro:rel v .,ESP ESP ESP ESP ESP ESP,0
835,mhm .,L2 .,ENG,0
836,uno de los muchachitos jóvenes vino por aquí .,det:art prep det:art n n v prep adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
837,y le digo listen look this is a good thing for you to look at to do .,coord pro:ind v L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
838,excuse me hello .,v pro:obj n .,ESP ESP ESP,0
839,I'm in the I got five more minutes .,pro:sub prep det pro:sub v det:num adv n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
840,talking .,part .,ESP,0
841,talking .,part .,ESP,0
842,I'll be right there .,pro:sub cop adv adv .,ESP ESP ESP ESP,0
843,dile que venga para acá .,imp pro:rel v prep adv .,ESP ESP ESP ESP ESP,0
844,dile que venga para acá .,imp pro:rel v prep adv .,ESP ESP ESP ESP ESP,0
845,no déjanos acabar de hablar que nos quedan five more minutes and they are recording us bye .,adv imp inf prep inf pro:rel pro:obj v L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
846,we have usamos este como guinea_pig .,L2 L2 v det:dem adv L2 .,ENG ENG ESP ESP ESP ENG,1
847,.,None,,0
848,.,None,,0
849,qué te estaba diciendo ?,pro:int pro:obj aux ger ?,ESP ESP ESP ESP,0
850,oh lo del muchachito que vino aquí .,co pro:obj prep n pro:rel v adv .,ESP ESP ESP ESP ESP ESP ESP,0
851,ah sí el que estaba corriendo para acá tú ves tú eso .,co co det:art pro:rel aux ger prep adv pro:sub v pro:sub pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
852,le digo esa basura no es basura de nosotros .,pro:ind v det:dem n adv cop n prep pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
853,esa basura es cuando el condado o el water management district viene y limpia el pedazo de ellos .,det:dem n cop pro:rel det:art n coord det:art L2 L2 L2 v coord v det:art n prep pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP,1
854,ellos vienen con las palas .,pro:sub v prep det:art n .,ESP ESP ESP ESP ESP,0
855,everything .,pro:indef .,ESP,0
856,y arrancan toda la basura .,coord v det:indef det:art n .,ESP ESP ESP ESP ESP,0
857,entonces caminan tres millas con las palas para abajo rompiendo toda la hierba .,adv v det:num n prep det:art n prep adv ger det:indef det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
858,y después echan un palazo arriba del camión .,coord adv v det:art n adv prep n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
859,pero tú sabes cuántos palazos iban rotos por ahí que los dejan flotando .,conj pro:sub v pro:int n v part prep adv pro:rel pro:obj v ger .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
860,eso es lo que tú estás viendo ahí .,pro:dem cop pro:obj pro:rel pro:sub aux ger adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
861,dice no ahora ahora vamos a mirar esto que lo otro .,v adv adv adv v aprep inf pro:dem pro:rel pro:obj det:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
862,nunca han hecho nada .,adv aux part v .,ESP ESP ESP ESP,0
863,cada vez que pasa el condado por ahí con la /.,det:indef n pro:rel v det:art n prep adv prep det:art +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
864,y pasa ?,coord v ?,ESP ESP,0
865,sí sí ellos pasan .,co co pro:sub v .,ESP ESP ESP ESP,0
866,cada qué tiempo ?,det:indef pro:int n ?,ESP ESP ESP,0
867,dos o tres veces al año vienen .,det:num coord det:num n aprep n v .,ESP ESP ESP ESP ESP ESP ESP,0
868,right now .,adv adv .,ESP ESP,0
869,sí .,co .,ESP,0
870,un aparato que son los que ponen allá en Red Road .,det:art n pro:rel cop det:art pro:rel v adv prep n:prop:L2 n:prop:L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
871,tú no te has fijado allá en la esquina del aeropuerto ?,pro:sub adv pro:obj aux part adv prep det:art n prep n ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
872,sí yo sí .,co pro:sub co .,ESP ESP ESP,0
873,una un lugar que ponen .,det:art det:art n pro:rel v .,ESP ESP ESP ESP ESP,0
874,ahí sí yo veo .,adv co pro:sub v .,ESP ESP ESP ESP,0
875,eso bueno .,pro:dem co .,ESP ESP,0
876,mhm .,L2 .,ENG,0
877,esos vienen hasta aquí .,det:dem v prep adv .,ESP ESP ESP ESP,0
878,no de verdad yo no me había fijado nunca .,adv prep co pro:sub adv pro:obj aux part adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
879,ellos caminan por caminando .,pro:sub v prep ger .,ESP ESP ESP ESP,0
880,pero qué pasa ?,conj pro:int v ?,ESP ESP ESP,0
881,que ellos limpian ellos bajan la pala y van caminando y van rompiendo esa hierba .,pro:rel pro:sub v pro:sub v det:art n coord v ger coord v ger det:dem n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
882,pero en vez de hacer un pedacito cortico .,conj prep n prep inf det:art n adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
883,y llevarla hasta el camión no .,coord inf prep det:art n adv .,ESP ESP ESP ESP ESP ESP,0
884,imagínate si el camión está parado a cuatro cuadras .,imp conj det:art n aux part aprep det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
885,tú crees que ellos van a recoger un poquito y llevarlo y botarlo y regresarlo .,pro:sub v pro:rel pro:sub v aprep re#inf det:art pro:indef coord inf coord inf coord inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
886,ellos ponen la pala y van rompiendo van empujándola para allá .,pro:sub v det:art n coord v ger v ger prep adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
887,pero lo que hace después .,conj pro:obj pro:rel v adv .,ESP ESP ESP ESP ESP,0
888,que se se queda toda suelta se riega todo .,pro:rel pro:refl imp imp det:indef v pro:refl v pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
889,y cuando el aire sopla de allá o de aquí .,coord conj det:art co v prep adv coord prep adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
890,toda esa hierba muerta .,det:indef det:dem n part .,ESP ESP ESP ESP,0
891,va cayendo para acá .,co ger prep adv .,ESP ESP ESP ESP,0
892,mhm .,L2 .,ENG,0
893,y yo le echo ahí cosas .,coord pro:sub pro:ind v adv v .,ESP ESP ESP ESP ESP ESP,0
894,y fumigó y eso para mantener la hierba lo menos que no crezca mucho pero con todo y eso .,coord v coord pro:dem prep inf det:art n pro:obj adv pro:rel adv v adv conj prep det:indef coord pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
895,te encuentras que los lily_pads crecen .,pro:obj v pro:rel pro:obj L2 v .,ESP ESP ESP ESP ENG ESP,1
896,y se mete la basura ahí .,coord pro:refl v det:art n adv .,ESP ESP ESP ESP ESP ESP,0
897,y vaya .,coord co .,ESP ESP,0
898,le echas hoy y a los dos o tres meses ya están de nuevo floreciendo y creciendo .,pro:ind v adv coord aprep det:art det:num coord det:num n adv cop prep adj ger coord ger .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
899,so .,co .,ESP,0
900,y la señora de al lado tiene ahora un nieto no .,coord det:art n v aprep n v adv det:art n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
901,un nieto .,det:art n .,ESP ESP,0
902,mhm .,L2 .,ENG,0
903,ah sí .,co co .,ESP ESP,0
904,sí el nieto está viviendo con ella .,co det:art n cop ger prep pro:sub .,ESP ESP ESP ESP ESP ESP ESP,0
905,qué bueno así no está solita .,pro:int co adv adv cop adj .,ESP ESP ESP ESP ESP ESP,0
906,tú sabes que yo pensaba que los hijos de Lucía las hijas de los hijos vivían fuera de Miami .,pro:sub v pro:rel pro:sub v pro:rel det:art n prep n:prop det:art n prep det:art n v adv prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
907,pero este vive en Core_Gables .,conj imp v prep n:prop .,ESP ESP ESP ESP ESP,0
908,really ?,adv ?,ESP,0
909,el hijo de ella que es el papá del nieto vive en Core_Gables .,det:art n prep pro:sub pro:rel cop det:art n prep n v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
910,.,None,,0
911,porque como yo nunca los veía por aquí ni nada .,conj adv pro:sub adv pro:obj v prep adv coord v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
912,he must have gotten in a fight .,pro:sub mod aux part adv det n .,ESP ESP ESP ESP ESP ESP ESP,0
913,I'm gonna go live with my grandma porque siempre dicen así .,n:prop:L2 L2 L2 L2 L2 L2 L2 conj adv v adv .,ESP ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
914,es posible .,cop adj .,ESP ESP,0
915,es posible tú no te acuerdas hace como dos o tres años atrás cuando primero se mudó ahí que tenía un carrito que lo chocó .,cop adj pro:sub adv pro:obj v v adv det:num coord det:num n adv conj adv pro:refl v adv pro:rel v det:art n pro:rel pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
916,mhm .,L2 .,ENG,0
917,que Lucía lo tuvo tapado ahí mucho tiempo .,pro:rel n:prop pro:obj v part adv adv n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
918,mhm .,L2 .,ENG,0
919,le taparon le chocaron el carro .,pro:ind v pro:ind v det:art n .,ESP ESP ESP ESP ESP ESP,0
920,y parece que el padre estaba bravo con ellos y no se lo arregló ni nada .,coord v pro:rel det:art n aux co prep pro:sub coord adv pro:refl pro:obj v coord v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
921,y estaba parado ahí en casa de Lucía todo ese tiempo .,coord aux part adv prep imp prep n:prop det:indef det:dem n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
922,hasta que después de una forma o otra resolvieron .,prep pro:rel adv prep pro:dem v coord det:indef v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
923,mhm .,L2 .,ENG,0
924,viste qué rica está la tarde ?,v pro:int adj cop det:art adv ?,ESP ESP ESP ESP ESP ESP,0
925,yeah .,co .,ESP,0
926,ha bajado ahora debe estar a setenta y pico grados .,aux part adv v inf aprep det:num coord v n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
927,está super rica .,aux n adj .,ESP ESP ESP,0
928,ya nos están torturando .,adv pro:obj aux ger .,ESP ESP ESP ESP,0
929,ya estos últimos cuatro minutos son .,adv det:dem adj det:num n cop .,ESP ESP ESP ESP ESP ESP,0
930,no y yo que estoy haciendo maternidad y maternidad es lo más pesado .,adv coord pro:sub pro:rel aux ger n coord n cop pro:obj adv part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
931,y las clases son en español ?,coord det:art n cop prep adj ?,ESP ESP ESP ESP ESP ESP,0
932,ay sí escribir es en español pero los libros son en inglés .,co co inf cop prep adj conj det:art adj cop prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
933,so tú me ves a mí ahí .,co pro:sub pro:obj v aprep pro:prep adv .,ESP ESP ESP ESP ESP ESP ESP,0
934,y entonces tengo que ponerme .,coord adv v pro:rel inf .,ESP ESP ESP ESP ESP,0
935,y entonces tengo un diccionario .,coord adv v det:art n .,ESP ESP ESP ESP ESP,0
936,porque se me olvida .,conj pro:refl pro:obj v .,ESP ESP ESP ESP,0
937,olvídate .,imp .,ESP,0
938,son mucho tiempo .,cop adv n .,ESP ESP ESP,0
939,y a uno se le olvida .,coord aprep pro:dem pro:refl pro:ind v .,ESP ESP ESP ESP ESP ESP,0
940,uno está acostumbrado a leer en inglés y a escribir en inglés .,det:art aux part aprep inf prep n coord aprep inf prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
941,sí .,co .,ESP,0
942,entonces tienes que escribirlo en español .,adv v pro:rel inf prep adj .,ESP ESP ESP ESP ESP ESP,0
943,mhm .,L2 .,ENG,0
944,hay que .,v pro:rel .,ESP ESP,0
945,lo he dejado y lo he dejado .,pro:obj aux part coord pro:obj aux part .,ESP ESP ESP ESP ESP ESP ESP,0
946,y tengo que hacer dos trabajos para el cuatro y tengo examen el cuatro .,coord v pro:rel inf det:num n prep det:art det:num coord v n det:art det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
947,mhm .,L2 .,ENG,0
948,y lo he dejado tanto tiempo que no he acabado .,coord pro:obj aux part det:indef n pro:rel adv aux part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
949,sí .,co .,ESP,0
950,tú sabes que te voy a conseguir una copia .,pro:sub v pro:rel pro:obj v aprep inf pro:dem v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
951,yo tengo un diccionario inglés español .,pro:sub v det:art n n adj .,ESP ESP ESP ESP ESP ESP,0
952,que es un CD que van en la computadora .,pro:rel cop det:art n:prop:L2 pro:rel v prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
953,tú no nunca has usado eso .,pro:sub adv adv aux part pro:dem .,ESP ESP ESP ESP ESP ESP,0
954,no no .,adv adv .,ESP ESP,0
955,espera te voy a buscar .,imp pro:obj v aprep inf .,ESP ESP ESP ESP ESP,0
956,yo lo que tengo es el el /.,pro:sub pro:obj pro:rel v cop det:art det:art +/.,ESP ESP ESP ESP ESP ESP ESP,0
957,el inglés español regular .,det:art n adj adj .,ESP ESP ESP ESP,0
958,sí el ese que mi mamá me lo dejó .,co det:art det:dem prep det:pos n pro:obj pro:obj v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
959,mis padres siempre lo tenían y me me lo heredé yo .,det:pos n adv pro:obj v coord pro:obj pro:obj pro:obj v pro:sub .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
960,y lo tengo ahí .,coord pro:obj v adv .,ESP ESP ESP ESP,0
961,yo te voy a conseguir una copia de esto porque esto es en la computadora .,pro:sub pro:obj v aprep inf pro:dem v prep pro:dem conj pro:dem cop prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
962,y lo tienes en el desktop .,coord pro:obj v prep det:art L2 .,ESP ESP ESP ESP ESP ENG,1
963,aprietas así .,v adv .,ESP ESP,0
964,pones la palabra en inglés o en español .,v det:art n prep n coord prep adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
965,y te da la traducción .,coord pro:obj v det:art n .,ESP ESP ESP ESP ESP,0
966,.,None,,0
967,y te da usos y cosas de diferentes cosas de la de la .,coord pro:obj v n coord v prep adj v prep det:art prep det:art .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
