,sentence,pos,language,switch
849,so I have to make sure that what I'm using has been assigned to the bathroom in that percentage .,adv pro:sub v inf v adj adv pro:int pro:sub part aux aux part prep det:art n prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
850,you know how long ..?,pro:per v pro:int adv +..?,ENG ENG ENG ENG,0
851,I mean it takes a lot .,pro:sub v pro:per v det:art n .,ENG ENG ENG ENG ENG ENG,0
852,and then in addition to that /.,coord adv:tem prep n inf adv +/.,ENG ENG ENG ENG ENG ENG,0
853,yeah .,co .,ENG,0
854,I have to coordinate that with flooring and you know the other interior finishes .,pro:sub v inf adj pro:dem prep n coord pro:per v det:art qn n v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
855,I mean there's a lot of work .,pro:sub v pro:exist det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
856,and I started sketching and this and that .,coord pro:sub v part coord pro:dem coord pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
857,"so when I told my boss I'm like ""/.","co conj pro:sub v det:poss n pro:sub prep +""/.",ENG ENG ENG ENG ENG ENG ENG ENG,0
858,I'm sorry look I know it's taking a long time it's like I'm just you know lollygagging .,pro:sub adj v pro:sub v pro:per part det:art adj n pro:per conj pro:sub adv pro:per v part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
859,"but she said ""/.","conj pro:sub v +""/.",ENG ENG ENG,0
860,no no .,co co .,ENG ENG,0
861,"she's like ""/.","pro:sub prep +""/.",ENG ENG,0
862,I'm not questioning your you know just whatever .,pro:sub neg part det:poss pro:per v adv pro:int .,ENG ENG ENG ENG ENG ENG ENG ENG,0
863,but I wanna get them right once .,conj pro:sub v v pro:obj adv adv .,ENG ENG ENG ENG ENG ENG ENG,0
864,because thank god when we submitted the drawings we didn't ask like the tile yet .,conj v n conj pro:sub v det:art n pro:sub mod v prep det:art n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
865,mhm .,co .,ENG,0
866,what we were gonna price out in the contractor didn't price it .,pro:int pro:sub aux part v adv prep det:art n mod v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
867,so now when we're submitting these new drawings the work is coming out more expensive now .,adv adv conj pro:sub part det:dem adj n det:art n aux part adv adv adj adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
868,but it wasn't our fault .,conj pro:per cop det:poss n .,ENG ENG ENG ENG ENG,0
869,it was that he ...,pro:per cop pro:rel pro:sub +...,ENG ENG ENG ENG,0
870,mhm .,co .,ENG,0
871,he didn't bid it correctly .,pro:sub mod v pro:per adv .,ENG ENG ENG ENG ENG,0
872,"so the contractor comes to us and he's like ""/.","co det:art n v prep pro:obj coord pro:sub prep +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
873,oh you know you guys use this and that .,co pro:per v pro:per n v pro:dem coord pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
874,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
875,no !,co !,ENG,0
876,"and I stopped him right then and there and I printed out all the drawings and I'm like ""/.","coord pro:sub v pro:obj adv adv:tem coord adv coord pro:sub v adv qn det:art n coord pro:sub prep +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
877,I know what I did .,pro:sub v pro:int pro:sub v .,ENG ENG ENG ENG ENG,0
878,I worked on this for a month and a half .,pro:sub v prep pro:dem prep det:art n coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
879,you know I know I mean I ...,pro:per v pro:sub v pro:sub adj pro:sub +...,ENG ENG ENG ENG ENG ENG ENG,0
880,yeah .,co .,ENG,0
881,memorized the color line and the numbers and everything it's you know .,v det:art n n coord det:art n coord pro:indef pro:per pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
882,.,None,,0
883,and at the end we were right .,coord prep det:art n pro:sub cop co .,ENG ENG ENG ENG ENG ENG ENG,0
884,"so I'm like ""/.","adv pro:sub prep +""/.",ENG ENG ENG,0
885,I'm glad that I took so much time to do that .,pro:sub adj comp pro:sub v adv qn n inf v pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
886,because now at the end it avoids error .,conj adv prep det:art n pro:per v n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
887,do they expect us ...,mod pro:sub v pro:obj +...,ENG ENG ENG ENG,0
888,I mean no I mean we pulled it off I don't know how .,pro:sub v co pro:sub adj pro:sub v pro:per adv pro:sub mod v pro:rel .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
889,did you think like projects en un día ?,mod pro:per v co n L2 L2 L2 ?,ENG ENG ENG ENG ENG ESP ESP ESP,1
890,Lauren .,n:prop .,ENG,0
891,and then ...,coord adv:tem +...,ENG ENG,0
892,but I told her I'm like .,conj pro:sub v pro:obj pro:sub prep .,ENG ENG ENG ENG ENG ENG,0
893,te quieren tener como los chinos eh ?,L2 L2 L2 L2 L2 L2 co ?,ESP ESP ESP ESP ESP ESP ENG,1
894,yeah we're like a little sweatshop !,co pro:sub prep det:art adj n !,ENG ENG ENG ENG ENG ENG,0
895,the other day the AC was messed up .,det:art qn n det:art n:prop aux part adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
896,it's messed up .,pro:per part adv .,ENG ENG ENG,0
897,and I dunno when they're gonna fix it .,coord pro:sub mod v pro:sub part v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
898,in your building ?,prep det:poss n ?,ENG ENG ENG,0
899,in our office .,prep det:poss n .,ENG ENG ENG,0
900,all right .,post co .,ENG ENG,0
901,"we were like ""/.","pro:sub cop co +""/.",ENG ENG ENG,0
902,todos estamos con un calor and working .,None None None None None None None None,ENG ENG ENG ENG ENG ENG ENG,0
903,and we had that .,coord pro:sub v comp .,ENG ENG ENG ENG,0
904,"and we're like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
905,I'm sure this is like .,pro:sub adj pro:dem cop co .,ENG ENG ENG ENG ENG,0
906,como unos chinitos ahí trabajan .,None None None None None None,ENG ENG ENG ENG ENG,0
907,it's crazy .,pro:per adj .,ENG ENG,0
908,we were watching something about that .,pro:sub aux part pro:indef prep pro:dem .,ENG ENG ENG ENG ENG ENG,0
909,on Dateline last Friday .,prep n:prop adj n:prop .,ENG ENG ENG ENG,0
910,.,None,,0
911,you don't watch that .,pro:per mod v pro:dem .,ENG ENG ENG ENG,0
912,about China ?,prep n:prop ?,ENG ENG,0
913,no Taiwan .,co n:prop .,ENG ENG,0
914,Nike ...,n:prop +...,ENG,0
915,uhhuh .,co .,ENG,0
916,for an eighty five dollar pair of shoes that they have they pay one factory twenty dollars .,prep det:art det:num det:num n n prep n pro:rel pro:sub v pro:sub n det:num n det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
917,yeah .,co .,ENG,0
918,one factory .,det:num n .,ENG ENG,0
919,and within that they divide it within the employees .,coord adv pro:rel pro:sub v pro:per prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
920,the most an employee who works there makes there is two dollars .,det:art qn det:art n pro:rel v adv v adv cop det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
921,yeah .,co .,ENG,0
922,eso es un pegado .,pro:dem cop det:art part .,ENG ENG ENG ENG,0
923,I was like how much ?,pro:sub cop prep pro:int adv ?,ENG ENG ENG ENG ENG,0
924,OB I met when I went no it was in China .,n:prop pro:sub v conj pro:sub v co pro:per cop prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
925,we went to this place where they give massages and stuff .,pro:sub v prep det:dem n pro:rel pro:sub v n coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
926,uhhuh .,co .,ENG,0
927,and one of the guys told us that a week they make five dollars .,coord det:num prep det:art n part pro:obj comp det:art n pro:sub v det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
928,we used to //.,pro:sub v inf +//.,ENG ENG ENG,0
929,do you remember my dad's neighbors ?,mod pro:per v det:poss adj n ?,ENG ENG ENG ENG ENG ENG,0
930,no mentirado that was a day one five dollars .,co L2 pro:dem cop det:art n det:num det:num n .,ENG ESP ENG ENG ENG ENG ENG ENG ENG,1
931,my dad's old neighborhood ?,det:poss adj adj n ?,ENG ENG ENG ENG,0
932,the people that lived ...,det:art n pro:rel v +...,ENG ENG ENG ENG,0
933,there was some Puerto_Rican couple that lived here .,pro:exist cop qn n:prop n pro:rel v adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
934,there were unos chinos que vivían aquí .,pro:exist cop L2 L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP ESP,1
935,uhhuh .,co .,ENG,0
936,you don't remember them .,pro:per mod v pro:obj .,ENG ENG ENG ENG,0
937,they were from Taiwan .,pro:sub cop prep n:prop .,ENG ENG ENG ENG,0
938,the father did that .,det:art n v comp .,ENG ENG ENG ENG,0
939,he did it he was in the tennis shoes business .,pro:sub mod pro:per pro:sub cop prep det:art n n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
940,mhm .,co .,ENG,0
941,and he used to come in with all these shoes .,coord pro:sub v inf v adv prep qn det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
942,"and he used to be like ""/.","coord pro:sub v inf cop prep +""/.",ENG ENG ENG ENG ENG ENG,0
943,look this is Nike .,v pro:dem cop n:prop .,ENG ENG ENG ENG,0
944,se ve it doesn't have the Nike check on it .,L2 L2 pro:per mod v det:art n:prop n prep pro:per .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
945,uhhuh .,co .,ENG,0
946,and he used to wear them .,coord pro:sub v inf v pro:obj .,ENG ENG ENG ENG ENG ENG,0
947,and it's the same thing in my eyes .,coord pro:per det:art adj n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
948,yeah .,co .,ENG,0
949,and he used to get my dad like tennis shoes y todo to play tennis .,coord pro:sub v inf v det:poss n co n n L2 L2 prep n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ENG ENG ENG,1
950,uhhuh .,co .,ENG,0
951,it's like it's the same thing .,pro:per conj pro:per det:art adj n .,ENG ENG ENG ENG ENG ENG,0
952,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
953,la única cosa es que no te pagan .,det:art adj n cop pro:rel adv pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
954,no tienes que pagar mucho porque no ...,None None None None None None None None,ENG ENG ENG ENG ENG ENG ENG,0
955,you don't have the check .,pro:per mod v det:art n .,ENG ENG ENG ENG ENG,0
956,no .,co .,ENG,0
957,you know the Nike check on it .,pro:per v det:art n:prop n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
958,you know what I did learn ?,pro:per v pro:int pro:sub mod v ?,ENG ENG ENG ENG ENG ENG,0
959,.,None,,0
960,I guess they have tests and stuff .,pro:sub v pro:sub v n coord n .,ENG ENG ENG ENG ENG ENG ENG,0
961,pero to test if like jewelry has like lead and stuff .,L2 prep n conj co n aux co n coord n .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
962,mhm .,co .,ENG,0
963,they bang it against you know the floor or a surface .,pro:sub v pro:per prep pro:per v det:art n coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
964,a surface uhhuh .,det:art n co .,ENG ENG ENG,0
965,and depending on el sonido .,coord part prep L2 L2 .,ENG ENG ENG ESP ESP,1
966,uhhuh .,co .,ENG,0
967,tiene lead or no .,L2 n coord co .,ESP ENG ENG ENG,1
968,and we were testing some things that we had bought from Chico's .,coord pro:sub aux part qn n pro:rel pro:sub aux part prep adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
969,it was like forty five dollar you know bracelets and stuff like that .,pro:per cop prep det:num det:num n pro:per v n coord n prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
970,and all of them had lead .,coord pro:indef prep pro:obj v n .,ENG ENG ENG ENG ENG ENG,0
971,had lead ?,v n ?,ENG ENG,0
972,how can you tell the difference //.,pro:int mod pro:per v det:art n +//.,ENG ENG ENG ENG ENG ENG,0
973,like you compare two sounds ?,conj pro:per v det:num n ?,ENG ENG ENG ENG ENG,0
974,or you automatically know .,coord pro:per adv v .,ENG ENG ENG ENG,0
975,yeah .,co .,ENG,0
976,like get one of your rings or something that's like gold or something or stainless steel .,co v pro:indef prep det:poss n coord pro:indef pro:rel co adj coord pro:indef coord adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
977,like costume jewelry ?,co n n ?,ENG ENG ENG,0
978,something like that and just go like that .,pro:indef prep pro:dem coord adv v prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
979,mhm .,co .,ENG,0
980,and get something you've bought .,coord v pro:indef pro:per part .,ENG ENG ENG ENG ENG,0
981,and you you know something you wanna see if it has lead .,coord pro:per pro:per v pro:indef pro:per v v conj pro:per aux n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
982,and it usually has like a heavier pounding sound .,coord pro:per adv aux prep det:art adj part n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
983,and the other sound is very light .,coord det:art qn n cop adv adj .,ENG ENG ENG ENG ENG ENG ENG,0
984,so the lead is the heavier one obviously .,co det:art n cop det:art adj det:num adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
985,mhm .,co .,ENG,0
986,and we tested it and .,coord pro:sub v pro:per coord .,ENG ENG ENG ENG ENG,0
987,"Maricarmen is like ""/.","n:prop cop co +""/.",ENG ENG ENG,0
988,let me see !,v pro:obj v !,ENG ENG ENG,0
989,and she has like very nice ring .,coord pro:sub aux prep adv adj n .,ENG ENG ENG ENG ENG ENG ENG,0
990,the different types of gold ...,det:art adj n prep n +...,ENG ENG ENG ENG ENG,0
991,Maricarmen the lady we saw the other day in the park ?,n:prop det:art n pro:sub v det:art qn n prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
992,no that's Juana .,co pro:dem n:prop .,ENG ENG ENG,0
993,oh oh yeah .,co co co .,ENG ENG ENG,0
994,and she starts like banging it .,coord pro:sub v prep part pro:per .,ENG ENG ENG ENG ENG ENG,0
995,and it's a very light sound .,coord pro:per det:art adv adj n .,ENG ENG ENG ENG ENG ENG,0
996,and then we got one of the accessories that we had bought .,coord adv:tem pro:sub v det:num prep det:art n pro:rel pro:sub aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
997,and she the same thing .,coord pro:sub det:art adj n .,ENG ENG ENG ENG ENG,0
998,and you could hear .,coord pro:per mod v .,ENG ENG ENG ENG,0
999,like it's heavy sound .,conj pro:per adj n .,ENG ENG ENG ENG,0
1000,why do they use lead ?,pro:int mod pro:sub v n ?,ENG ENG ENG ENG ENG,0
1001,because it's a cheaper material ?,conj pro:per det:art adj n ?,ENG ENG ENG ENG ENG,0
1002,anyway it's more ...,co pro:per pro:indef +...,ENG ENG ENG,0
1003,what do they use in of that ?,pro:int mod pro:sub v adv prep pro:dem ?,ENG ENG ENG ENG ENG ENG ENG,0
1004,.,None,,0
1005,my god that's bad .,det:poss co pro:rel adj .,ENG ENG ENG ENG,0
1006,you can ...,pro:per mod +...,ENG ENG,0
1007,yeah .,co .,ENG,0
1008,ahí mismo .,adv adj .,ENG ENG,0
1009,people I know some people that can't .,n pro:sub v qn n pro:rel mod .,ENG ENG ENG ENG ENG ENG ENG,0
1010,that are allergic ?,pro:rel cop adj ?,ENG ENG ENG,0
1011,I remember había uno hindú or something that came to .,pro:sub v L2 L2 L2 coord pro:indef pro:rel v prep .,ENG ENG ESP ESP ESP ENG ENG ENG ENG ENG,1
1012,uhhuh .,co .,ENG,0
1013,and I was gonna give the girl it was a plastic pen to sign it .,coord pro:sub aux part v det:art n pro:per cop det:art adj n inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1014,and she couldn't touch the plastic .,coord pro:sub mod v det:art n .,ENG ENG ENG ENG ENG ENG,0
1015,why ?,pro:rel ?,ENG,0
1016,she said that her whole skin breaks out in allergies .,pro:sub v comp det:poss adj n v adv prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1017,with plastic ?,prep n ?,ENG ENG,0
1018,yeah so she she had to hold like the plastic had a little you know the little rubber part ?,co conj pro:sub pro:sub v prep n prep det:art n v det:art adj pro:per v det:art adj n n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1019,uhhuh .,co .,ENG,0
1020,she had to hold it like that .,pro:sub v inf v pro:per co pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
1021,it was really weird .,pro:per cop adv adj .,ENG ENG ENG ENG,0
1022,oh .,co .,ENG,0
1023,she can't touch any kind of plastic .,pro:sub mod v qn n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
1024,well I know a girl who can't go into the ocean .,adv pro:sub v det:art n pro:rel mod v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1025,she breaks out .,pro:sub v adv .,ENG ENG ENG,0
1026,I guess the salt water that's what she said you know .,pro:sub v det:art n n pro:rel pro:int pro:sub v pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1027,that's weird .,pro:dem adj .,ENG ENG,0
1028,you know we were in the beach .,pro:per v pro:sub cop prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
1029,and one of the guys didn't believe her .,coord pro:indef prep det:art n mod v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
1030,.,None,,0
1031,and threw her in the water .,coord v pro:obj prep det:art n .,ENG ENG ENG ENG ENG ENG,0
1032,he did ?,pro:sub v ?,ENG ENG,0
1033,and then you know ...,coord adv:tem pro:per v +...,ENG ENG ENG ENG,0
1034,lo hubiera matado pobrecita .,pro:obj v part co:voc .,ENG ENG ENG ENG,0
1035,we all realized that he wasn't lying .,pro:sub post v comp pro:sub aux part .,ENG ENG ENG ENG ENG ENG ENG,0
1036,what a jerk !,pro:int det:art n !,ENG ENG ENG,0
1037,oh and who else ?,co coord pro:int post ?,ENG ENG ENG ENG,0
1038,my friend Selina .,det:poss n n:prop .,ENG ENG ENG,0
1039,she's married .,pro:sub part .,ENG ENG,0
1040,and she's allergic to latex ?,coord pro:sub adj prep n ?,ENG ENG ENG ENG ENG,0
1041,uhhuh .,co .,ENG,0
1042,yeah I know people who are allergic to that .,co pro:sub v n pro:rel cop adj inf adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1043,you could be allergic to anything .,pro:per mod cop adj prep pro:indef .,ENG ENG ENG ENG ENG ENG,0
1044,Paige is allergic to nickel .,n:prop cop adj prep n .,ENG ENG ENG ENG ENG,0
1045,she can't wear ...,pro:sub mod v +...,ENG ENG ENG,0
1046,no ?,co ?,ENG,0
1047,all her silver and gold jewelry and everything she gave it to me .,qn det:poss adj coord adj n coord pro:indef pro:sub v pro:per prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1048,she can only wear //.,pro:sub mod adv v +//.,ENG ENG ENG ENG,0
1049,no wait I'm sorry I think she can wear white gold .,co co pro:sub adj pro:sub v pro:sub mod v n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1050,she can't wear silver at all .,pro:sub mod v n prep pro:indef .,ENG ENG ENG ENG ENG ENG,0
1051,I know that for sure .,pro:sub v pro:dem prep adj .,ENG ENG ENG ENG ENG,0
1052,not even her necklaces or anything .,neg v det:poss n coord pro:indef .,ENG ENG ENG ENG ENG ENG,0
1053,I'm like my god .,pro:sub prep det:poss n .,ENG ENG ENG ENG,0
1054,nothing .,pro:indef .,ENG,0
1055,I don't know if she's still like that .,pro:sub mod v comp pro:sub adj co pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
1056,but she was like that for a few years .,conj pro:sub cop prep pro:dem prep det:art qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1057,so I don't know .,co pro:sub mod v .,ENG ENG ENG ENG,0
1058,I know some allergies you can take like shots of medication .,pro:sub v qn n pro:per mod v prep n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1059,you're going to Old_Navy right now ?,pro:per part prep n:prop adv adv ?,ENG ENG ENG ENG ENG ENG,0
1060,you're gonna come with me ?,pro:per part v prep pro:obj ?,ENG ENG ENG ENG ENG,0
1061,yeah .,co .,ENG,0
1062,I was gonna go there and The Gap .,pro:sub aux part v adv coord n:prop n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
1063,well first Old_Navy because it's cheaper .,co adv n:prop conj pro:per adj .,ENG ENG ENG ENG ENG ENG,0
1064,okay .,co .,ENG,0
1065,well maybe I'll find something in The Gap for the birthday boy .,adv adv pro:sub v pro:indef prep n:prop n:prop prep det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1066,oh really ?,co adv ?,ENG ENG,0
1067,yeah .,co .,ENG,0
1068,"oh Paula's like ""/.","co adj prep +""/.",ENG ENG ENG,0
1069,get Carolina ...,v n:prop +...,ENG ENG,0
1070,"I'm like ""/.","pro:sub prep +""/.",ENG ENG,0
1071,what size is Carolina ?,pro:int n cop n:prop ?,ENG ENG ENG ENG,0
1072,like I dunno .,conj pro:sub mod v,ENG ENG ENG,0
1073,she said just get a gift card .,pro:sub v adj v det:art n n .,ENG ENG ENG ENG ENG ENG ENG,0
1074,no because it's a gift card I have to put like money into it you know .,co conj pro:per det:art n n pro:sub v inf v co n prep pro:per pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1075,significant money !,adj n !,ENG ENG,0
1076,oh !,co !,ENG,0
1077,okay .,co .,ENG,0
